decision,ref,confidence,kind,reason,original,suggested
,PS 34:10,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Fear the LORD, you his holy ones, for there is no lack to those who fear him.","Fear the LORD, You his holy ones, for there is no lack to those who fear him."
,PS 34:10,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Fear the LORD, you his holy ones, for there is no lack to those who fear him.","Fear the LORD, You His holy ones, for there is no lack to those who fear him."
APPROVE,PS 34:10,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"Fear the LORD, you his holy ones, for there is no lack to those who fear him.","Fear the LORD, You His holy ones, for there is no lack to those who fear Him."
,PS 34:12,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Come, children, listen to me; I will teach you the fear of the LORD.","Come, children, listen to me; I will teach You the fear of the LORD."
,PS 34:20,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"Many are the afflictions of the righteous, but the LORD delivers him out of them all.","Many are the afflictions of the righteous, but the LORD delivers Him out of them all."
,PS 34:5,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"I sought the LORD, and he answered me, and from all my fears he delivered me.","I sought the LORD, and He answered me, and from all my fears he delivered me."
APPROVE,PS 34:5,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"I sought the LORD, and he answered me, and from all my fears he delivered me.","I sought the LORD, and He answered me, and from all my fears He delivered me."
,PS 34:7,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"This poor man cried, and the LORD heard, and saved him out of all his troubles.","This poor man cried, and the LORD heard, and saved Him out of all his troubles."
,PS 34:7,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"This poor man cried, and the LORD heard, and saved him out of all his troubles.","This poor man cried, and the LORD heard, and saved Him out of all His troubles."
,PS 35:10,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"All my bones shall say, O LORD, who is like You, who delivers the poor from one stronger than he, yes, the poor and needy from him who robs him.","All my bones shall say, O LORD, who is like You, who delivers the poor from one stronger than He, yes, the poor and needy from him who robs him."
,PS 35:10,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"All my bones shall say, O LORD, who is like You, who delivers the poor from one stronger than he, yes, the poor and needy from him who robs him.","All my bones shall say, O LORD, who is like You, who delivers the poor from one stronger than He, yes, the poor and needy from Him who robs him."
,PS 35:10,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"All my bones shall say, O LORD, who is like You, who delivers the poor from one stronger than he, yes, the poor and needy from him who robs him.","All my bones shall say, O LORD, who is like You, who delivers the poor from one stronger than He, yes, the poor and needy from Him who robs Him."
APPROVE,PS 35:24,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Judge me according to your righteousness, O LORD my God, and let them not rejoice over me.","Judge me according to Your righteousness, O LORD my God, and let them not rejoice over me."
,PS 35:9,0.85,title,Salvation used as a title (my/our/his/their Salvation).,And my soul shall rejoice in the LORD; it shall exult in His salvation.,And my soul shall rejoice in the LORD; it shall exult in His Salvation.
,PS 36:2,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,Transgression speaks to the wicked within his heart; there is no fear of God before his eyes.,Transgression speaks to the wicked within His heart; there is no fear of God before his eyes.
,PS 36:2,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,Transgression speaks to the wicked within his heart; there is no fear of God before his eyes.,Transgression speaks to the wicked within His heart; there is no fear of God before His eyes.
APPROVE,PS 36:7,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Your righteousness is like the mighty mountains; your judgments are a great deep; man and beast you save, O LORD.","Your righteousness is like the mighty mountains; Your judgments are a great deep; man and beast You save, O LORD."
,PS 36:7,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Your righteousness is like the mighty mountains; your judgments are a great deep; man and beast you save, O LORD.","Your righteousness is like the mighty mountains; Your judgments are a great deep; man and beast you save, O LORD."
,PS 37:23,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The steps of a man are established by the LORD, and in his way He delights.","The steps of a man are established by the LORD, and in His way He delights."
,PS 37:24,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"Though he falls, he shall not be cast down, for the LORD upholds his hand.","Though He falls, he shall not be cast down, for the LORD upholds his hand."
,PS 37:24,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"Though he falls, he shall not be cast down, for the LORD upholds his hand.","Though He falls, He shall not be cast down, for the LORD upholds his hand."
,PS 37:24,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Though he falls, he shall not be cast down, for the LORD upholds his hand.","Though He falls, He shall not be cast down, for the LORD upholds His hand."
,PS 37:31,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The law of his God is in his heart; none of his steps shall slip.,The law of His God is in his heart; none of his steps shall slip.
,PS 37:31,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The law of his God is in his heart; none of his steps shall slip.,The law of His God is in His heart; none of his steps shall slip.
,PS 37:31,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The law of his God is in his heart; none of his steps shall slip.,The law of His God is in His heart; none of His steps shall slip.
,PS 37:33,0.85,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"The LORD will not leave him in his hand, nor condemn him when he is judged.","The LORD will not leave Him in his hand, nor condemn him when he is judged."
,PS 37:33,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The LORD will not leave him in his hand, nor condemn him when he is judged.","The LORD will not leave Him in His hand, nor condemn him when he is judged."
,PS 37:33,0.85,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"The LORD will not leave him in his hand, nor condemn him when he is judged.","The LORD will not leave Him in His hand, nor condemn Him when he is judged."
,PS 37:33,0.85,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"The LORD will not leave him in his hand, nor condemn him when he is judged.","The LORD will not leave Him in His hand, nor condemn Him when He is judged."
,PS 37:34,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Wait for the LORD and keep His way, and He will exalt you to inherit the land; when the wicked are cut off, you shall see it.","Wait for the LORD and keep His way, and He will exalt You to inherit the land; when the wicked are cut off, you shall see it."
,PS 37:34,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Wait for the LORD and keep His way, and He will exalt you to inherit the land; when the wicked are cut off, you shall see it.","Wait for the LORD and keep His way, and He will exalt You to inherit the land; when the wicked are cut off, You shall see it."
APPROVE,PS 37:39,0.92,title,Divine title used as identity ('is my/our/his/their ...').,But the salvation of the righteous is from the LORD; he is their stronghold in time of trouble.,But the salvation of the righteous is from the LORD; He is their Stronghold in time of trouble.
,PS 37:39,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,But the salvation of the righteous is from the LORD; he is their stronghold in time of trouble.,But the salvation of the righteous is from the LORD; He is their stronghold in time of trouble.
,PS 37:4,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Delight yourself in the LORD, and He will give you the desires of your heart.","Delight yourself in the LORD, and He will give You the desires of your heart."
,PS 37:4,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Delight yourself in the LORD, and He will give you the desires of your heart.","Delight yourself in the LORD, and He will give You the desires of Your heart."
APPROVE,PS 37:5,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Commit your way to the LORD; trust also in Him, and He will act.","Commit Your way to the LORD; trust also in Him, and He will act."
,PS 37:7,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Be still before the LORD and wait patiently for Him; do not fret over one who prospers in his way, over a man who carries out wicked schemes.","Be still before the LORD and wait patiently for Him; do not fret over one who prospers in His way, over a man who carries out wicked schemes."
,PS 38:16,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"For in you, O LORD, do I hope; you will answer, O Lord my God.","For in You, O LORD, do I hope; you will answer, O Lord my God."
APPROVE,PS 38:16,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"For in you, O LORD, do I hope; you will answer, O Lord my God.","For in You, O LORD, do I hope; You will answer, O Lord my God."
,PS 38:23,0.85,title,Salvation used as a title (my/our/his/their Salvation).,"Make haste to help me, my Lord, my salvation.","Make haste to help me, my LORD, my Salvation."
,PS 3:3,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"Many are saying of my soul, “There is no salvation for him in God.” Selah.","Many are saying of my soul, “There is no salvation for Him in God.” Selah."
APPROVE,PS 3:4,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"But you, O LORD, are a shield about me, my glory, and the lifter up of my head.","But You, O LORD, are a shield about me, my glory, and the lifter up of my head."
,PS 3:5,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"With my voice I cry to the LORD, and he answers me from his holy mountain. Selah.","With my voice I cry to the LORD, and He answers me from his holy mountain. Selah."
APPROVE,PS 3:5,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"With my voice I cry to the LORD, and he answers me from his holy mountain. Selah.","With my voice I cry to the LORD, and He answers me from His holy mountain. Selah."
,PS 3:8,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Arise, O LORD; save me, O my God, for you have struck all my enemies on the cheek; you have broken the teeth of the wicked.","Arise, O LORD; save me, O my God, for You have struck all my enemies on the cheek; you have broken the teeth of the wicked."
APPROVE,PS 3:8,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Arise, O LORD; save me, O my God, for you have struck all my enemies on the cheek; you have broken the teeth of the wicked.","Arise, O LORD; save me, O my God, for You have struck all my enemies on the cheek; You have broken the teeth of the wicked."
APPROVE,PS 40:10,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"I have proclaimed righteousness in the great assembly; behold, I will not restrain my lips, O LORD, you know it.","I have proclaimed righteousness in the great assembly; behold, I will not restrain my lips, O LORD, You know it."
,PS 40:5,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Blessed is the man who has made the LORD his trust, and has not turned to the proud, nor to those who fall away to lies.","Blessed is the man who has made the LORD His trust, and has not turned to the proud, nor to those who fall away to lies."
APPROVE,PS 41:11,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"But you, O LORD, be gracious to me and raise me up, that I may repay them.","But You, O LORD, be gracious to me and raise me up, that I may repay them."
,PS 41:2,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,Blessed is he who considers the poor; in the day of trouble the LORD will deliver him.,Blessed is He who considers the poor; in the day of trouble the LORD will deliver him.
,PS 41:2,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,Blessed is he who considers the poor; in the day of trouble the LORD will deliver him.,Blessed is He who considers the poor; in the day of trouble the LORD will deliver Him.
APPROVE,PS 41:3,0.85,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you restore him from his bed.,The LORD will sustain him upon his sickbed; in his illness You restore him from his bed.
,PS 41:3,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you restore him from his bed.,The LORD will sustain Him upon His sickbed; in his illness you restore him from his bed.
,PS 41:3,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you restore him from his bed.,The LORD will sustain Him upon His sickbed; in His illness you restore him from his bed.
,PS 41:3,0.85,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you restore him from his bed.,The LORD will sustain Him upon His sickbed; in His illness You restore him from his bed.
,PS 41:3,0.85,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you restore him from his bed.,The LORD will sustain Him upon His sickbed; in His illness You restore Him from his bed.
,PS 41:3,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you restore him from his bed.,The LORD will sustain Him upon His sickbed; in His illness You restore Him from His bed.
APPROVE,PS 41:4,0.85,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you turn all his bed.,The LORD will sustain him upon his sickbed; in his illness You turn all his bed.
,PS 41:4,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you turn all his bed.,The LORD will sustain Him upon His sickbed; in his illness you turn all his bed.
,PS 41:4,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you turn all his bed.,The LORD will sustain Him upon His sickbed; in His illness you turn all his bed.
,PS 41:4,0.85,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you turn all his bed.,The LORD will sustain Him upon His sickbed; in His illness You turn all his bed.
,PS 41:4,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will sustain him upon his sickbed; in his illness you turn all his bed.,The LORD will sustain Him upon His sickbed; in His illness You turn all His bed.
APPROVE,PS 42:10,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"I will say to God my rock, Why have You forgotten me? Why do I go mourning because of the oppression of the enemy?","I will say to God my Rock, Why have You forgotten me? Why do I go mourning because of the oppression of the enemy?"
,PS 42:11,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"With a shattering in my bones my adversaries reproach me, while they say to me all the day long, “Where is your God?”","With a shattering in my bones my adversaries reproach me, while they say to me all the day long, “Where is Your God?”"
,PS 42:12,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Why are you cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God.","Why are You cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God."
,PS 42:12,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Why are you cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God.","Why are You cast down, O my soul, and why are You in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God."
,PS 42:4,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"My tears have been my food day and night, while they say to me all the day long, “Where is your God?”","My tears have been my food day and night, while they say to me all the day long, “Where is Your God?”"
,PS 42:6,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Why are you cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of His countenance.","Why are You cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of His countenance."
,PS 42:6,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Why are you cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of His countenance.","Why are You cast down, O my soul, and why are You in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of His countenance."
,PS 43:2,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,For you are the God of my stronghold; why have you cast me off? Why do I go mourning because of the oppression of the enemy?,For you are the God of my Stronghold; why have you cast me off? Why do I go mourning because of the oppression of the enemy?
,PS 43:2,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,For you are the God of my stronghold; why have you cast me off? Why do I go mourning because of the oppression of the enemy?,For You are the God of my stronghold; why have you cast me off? Why do I go mourning because of the oppression of the enemy?
APPROVE,PS 43:2,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,For you are the God of my stronghold; why have you cast me off? Why do I go mourning because of the oppression of the enemy?,For You are the God of my stronghold; why have You cast me off? Why do I go mourning because of the oppression of the enemy?
,PS 43:5,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Why are you cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God.","Why are You cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God."
,PS 43:5,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Why are you cast down, O my soul, and why are you in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God.","Why are You cast down, O my soul, and why are You in turmoil within me? Hope in God, for I shall yet praise Him, the salvation of my countenance and my God."
,PS 45:3,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,You are fairer than the children of men; grace is poured upon your lips; therefore God has blessed you forever.,You are fairer than the children of men; grace is poured upon Your lips; therefore God has blessed you forever.
,PS 45:3,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,You are fairer than the children of men; grace is poured upon your lips; therefore God has blessed you forever.,You are fairer than the children of men; grace is poured upon Your lips; therefore God has blessed You forever.
APPROVE,PS 45:7,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Your throne, O God, is forever and ever; a scepter of uprightness is the scepter of your kingdom.","Your throne, O God, is forever and ever; a scepter of uprightness is the scepter of Your kingdom."
,PS 45:8,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"You have loved righteousness and hated wickedness; therefore God, your God, has anointed you with the oil of gladness above your companions.","You have loved righteousness and hated wickedness; therefore God, Your God, has anointed you with the oil of gladness above your companions."
,PS 45:8,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"You have loved righteousness and hated wickedness; therefore God, your God, has anointed you with the oil of gladness above your companions.","You have loved righteousness and hated wickedness; therefore God, Your God, has anointed You with the oil of gladness above your companions."
,PS 45:8,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"You have loved righteousness and hated wickedness; therefore God, your God, has anointed you with the oil of gladness above your companions.","You have loved righteousness and hated wickedness; therefore God, Your God, has anointed You with the oil of gladness above Your companions."
,PS 46:12,0.92,title,Divine title used as identity ('is my/our/his/their ...').,The LORD of hosts is with us; the God of Jacob is our stronghold. Selah.,The LORD of hosts is with us; the God of Jacob is our Stronghold. Selah.
,PS 46:8,0.92,title,Divine title used as identity ('is my/our/his/their ...').,The LORD of hosts is with us; the God of Jacob is our stronghold. Selah.,The LORD of hosts is with us; the God of Jacob is our Stronghold. Selah.
APPROVE,PS 47:10,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"The nobles of the peoples are gathered together, the people of the God of Abraham; for the shields of the earth belong to God; he is greatly exalted.","The nobles of the peoples are gathered together, the people of the God of Abraham; for the shields of the earth belong to God; He is greatly exalted."
,PS 47:2,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"All you peoples, clap your hands; shout to God with the voice of rejoicing.","All You peoples, clap your hands; shout to God with the voice of rejoicing."
,PS 47:2,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"All you peoples, clap your hands; shout to God with the voice of rejoicing.","All You peoples, clap Your hands; shout to God with the voice of rejoicing."
APPROVE,PS 48:15,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,For this God is our God forever and ever; he will guide us even to death.,For this God is our God forever and ever; He will guide us even to death.
APPROVE,PS 48:2,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Great is the LORD and greatly to be praised, in the city of our God, his holy mountain.","Great is the LORD and greatly to be praised, in the city of our God, His holy mountain."
,PS 49:8,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,A brother can by no means redeem; a man cannot give to God his ransom.,A brother can by no means redeem; a man cannot give to God His ransom.
,PS 4:6,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Offer the sacrifices of righteousness, and put your trust in the LORD.","Offer the sacrifices of righteousness, and put Your trust in the LORD."
APPROVE,PS 4:9,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"In peace, all together, I will lie down and sleep; for you alone, O LORD, make me dwell in safety.","In peace, all together, I will lie down and sleep; for You alone, O LORD, make me dwell in safety."
,PS 50:14,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Offer to God a sacrifice of thanksgiving, and pay your vows to the Most High.","Offer to God a sacrifice of thanksgiving, and pay Your vows to the Most High."
,PS 50:16,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"But to the wicked God says, What is it to you to recount My statutes, and that you lift up My covenant upon your lips?","But to the wicked God says, What is it to You to recount My statutes, and that you lift up My covenant upon your lips?"
,PS 50:16,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"But to the wicked God says, What is it to you to recount My statutes, and that you lift up My covenant upon your lips?","But to the wicked God says, What is it to You to recount My statutes, and that You lift up My covenant upon your lips?"
,PS 50:16,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"But to the wicked God says, What is it to you to recount My statutes, and that you lift up My covenant upon your lips?","But to the wicked God says, What is it to You to recount My statutes, and that You lift up My covenant upon Your lips?"
,PS 50:22,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Consider this now, you who forget God, lest I tear you in pieces, and there be none to deliver.","Consider this now, You who forget God, lest I tear you in pieces, and there be none to deliver."
,PS 50:22,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Consider this now, you who forget God, lest I tear you in pieces, and there be none to deliver.","Consider this now, You who forget God, lest I tear You in pieces, and there be none to deliver."
,PS 50:23,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"Whoever offers the sacrifice of thanksgiving honors Me, and to him who orders his way aright I will show the salvation of God.","Whoever offers the sacrifice of thanksgiving honors Me, and to Him who orders his way aright I will show the salvation of God."
,PS 50:23,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Whoever offers the sacrifice of thanksgiving honors Me, and to him who orders his way aright I will show the salvation of God.","Whoever offers the sacrifice of thanksgiving honors Me, and to Him who orders His way aright I will show the salvation of God."
,PS 50:6,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"And the heavens declare his righteousness, for God himself is judge. Selah.","And the heavens declare His righteousness, for God himself is judge. Selah."
APPROVE,PS 50:6,0.8,pronoun,Divine pronoun 'himself' not capitalized (anchor present in verse).,"And the heavens declare his righteousness, for God himself is judge. Selah.","And the heavens declare His righteousness, for God Himself is judge. Selah."
,PS 50:7,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Hear, O my people, and I will speak; O Israel, and I will testify against you: God, your God, am I.","Hear, O my people, and I will speak; O Israel, and I will testify against You: God, your God, am I."
,PS 50:7,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Hear, O my people, and I will speak; O Israel, and I will testify against you: God, your God, am I.","Hear, O my people, and I will speak; O Israel, and I will testify against You: God, Your God, am I."
,PS 51:16,0.85,title,Salvation used as a title (my/our/his/their Salvation).,"Deliver me from bloodguilt, O God, God of my salvation; then my tongue shall sing aloud of Your righteousness.","Deliver me from bloodguilt, O God, God of my Salvation; then my tongue shall sing aloud of Your righteousness."
APPROVE,PS 51:19,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"The sacrifices of God are a broken spirit; a broken and crushed heart, O God, you will not despise.","The sacrifices of God are a broken spirit; a broken and crushed heart, O God, You will not despise."
,PS 52:3,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Why do you boast yourself in evil, O mighty man? The lovingkindness of God endures all the day.","Why do You boast yourself in evil, O mighty man? The lovingkindness of God endures all the day."
,PS 52:7,0.85,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"God will likewise break you down forever; he will snatch you up and tear you away from the tent, and uproot you from the land of the living. Selah.","God will likewise break You down forever; he will snatch you up and tear you away from the tent, and uproot you from the land of the living. Selah."
,PS 52:7,0.85,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"God will likewise break you down forever; he will snatch you up and tear you away from the tent, and uproot you from the land of the living. Selah.","God will likewise break You down forever; He will snatch you up and tear you away from the tent, and uproot you from the land of the living. Selah."
,PS 52:7,0.85,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"God will likewise break you down forever; he will snatch you up and tear you away from the tent, and uproot you from the land of the living. Selah.","God will likewise break You down forever; He will snatch You up and tear you away from the tent, and uproot you from the land of the living. Selah."
,PS 52:7,0.85,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"God will likewise break you down forever; he will snatch you up and tear you away from the tent, and uproot you from the land of the living. Selah.","God will likewise break You down forever; He will snatch You up and tear You away from the tent, and uproot you from the land of the living. Selah."
,PS 52:7,0.85,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"God will likewise break you down forever; he will snatch you up and tear you away from the tent, and uproot you from the land of the living. Selah.","God will likewise break You down forever; He will snatch You up and tear You away from the tent, and uproot You from the land of the living. Selah."
,PS 52:9,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"Behold the man who did not set God as his stronghold, but trusted in the abundance of his riches, and took refuge in his own destruction.","Behold the man who did not set God as his Stronghold, but trusted in the abundance of his riches, and took refuge in his own destruction."
,PS 52:9,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Behold the man who did not set God as his stronghold, but trusted in the abundance of his riches, and took refuge in his own destruction.","Behold the man who did not set God as His stronghold, but trusted in the abundance of his riches, and took refuge in his own destruction."
,PS 52:9,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Behold the man who did not set God as his stronghold, but trusted in the abundance of his riches, and took refuge in his own destruction.","Behold the man who did not set God as His stronghold, but trusted in the abundance of His riches, and took refuge in his own destruction."
,PS 52:9,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Behold the man who did not set God as his stronghold, but trusted in the abundance of his riches, and took refuge in his own destruction.","Behold the man who did not set God as His stronghold, but trusted in the abundance of His riches, and took refuge in His own destruction."
,PS 53:2,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The fool has said in his heart, “There is no God.” They are corrupt and have done abominable iniquity; there is none who does good.","The fool has said in His heart, “There is no God.” They are corrupt and have done abominable iniquity; there is none who does good."
,PS 53:6,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"There they were in great dread, where no dread was; for God scattered the bones of him who encamped against you. You put them to shame, for God rejected them.","There they were in great dread, where no dread was; for God scattered the bones of Him who encamped against you. You put them to shame, for God rejected them."
,PS 53:6,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"There they were in great dread, where no dread was; for God scattered the bones of him who encamped against you. You put them to shame, for God rejected them.","There they were in great dread, where no dread was; for God scattered the bones of Him who encamped against You. You put them to shame, for God rejected them."
,PS 55:23,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Cast your burden upon the LORD, and He will sustain you; He will never permit the righteous to be shaken.","Cast Your burden upon the LORD, and He will sustain you; He will never permit the righteous to be shaken."
,PS 55:23,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Cast your burden upon the LORD, and He will sustain you; He will never permit the righteous to be shaken.","Cast Your burden upon the LORD, and He will sustain You; He will never permit the righteous to be shaken."
,PS 55:24,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"But you, O God, will bring them down to the pit of destruction; men of blood and deceit shall not reach half their days. But as for me, I will trust in you.","But You, O God, will bring them down to the pit of destruction; men of blood and deceit shall not reach half their days. But as for me, I will trust in you."
